title,publishedDate,dislikeCount,commentCount,viewCount,likeCount,word
10 MIND-BLOWING VIDEO GAME THEORIES!,12/15/2014,3691,11565,6568143,110358,video
Adele Carpool Karaoke,12/15/2014,17177,77182,106825203,1415569,video
10 Biggest Video Game Glitches,12/15/2014,258,1286,922521,11092,video
Best Fails of the Month May 2016 || FailArmy,12/15/2014,1349,6062,4469279,79932,video
Best Fails of the Month May 2016 || FailArmy,12/15/2014,1349,6062,4469279,79932,video
Future - Low Life ft. The Weeknd,12/15/2014,32515,30406,102265848,599923,video
I Dressed According To High School Dress Codes For A Week,12/15/2014,3336,13243,2887630,80093,video
Ellen Makes 'Lemonade',12/15/2014,739,1019,2097570,34707,video
"""Zindagi"" FULL VIDEO Song | Aditya Narayan | T-Series",12/15/2014,800,2343,2781780,15174,video
The Lie We Live,12/15/2014,8461,21038,18291714,256693,video
Alan Walker - Faded,12/15/2014,49790,142072,348876053,2461481,video
WATCHING YOUTUBERS FIRST VIDEOS 4!,12/15/2014,2411,6249,4380016,107181,video
Experience YouTube in #SnoopaVision,12/15/2014,10777,17765,30654917,115423,video
Atari and the Business of Video Games: Crash Course Games #4,12/15/2014,108,593,179221,5779,video
Gwen Stefani Carpool Karaoke (w/ George Clooney & Julia Roberts),12/15/2014,5384,19451,26030249,254874,video
YouTube Rewind: Turn Down for 2014,12/15/2014,62587,172038,109129273,1208635,video
Adele - When We Were Young (Live at The Church Studios),12/15/2014,28318,45597,129950406,951212,video
Calvin Harris & Disciples - How Deep Is Your Love,12/15/2014,79398,71367,537787135,1807568,video
Fifth Harmony - Worth It ft. Kid Ink,12/15/2014,188541,182440,873607190,3552153,video
OLD VS. NEW PEWDIEPIE! (Fridays With PewDiePie - Part 111),12/15/2014,7351,67962,8423919,496678,video
WATCHING YOUTUBERS FIRST VIDEOS 6!,12/15/2014,494,3796,1611784,53275,video
Kevin Gates - Pride (Official Video),12/15/2014,10651,4629,15413477,121325,video
"Jeena Marna Video Song | Do Lafzon Ki Kahani | Randeep Hooda, Kajal Aggarwal | T-Series",12/15/2014,372,498,1640625,6888,video
Sam Smith - I'm Not The Only One,12/15/2014,69834,74343,654711204,2043663,video
J. Balvin - Ginza,12/15/2014,148678,101724,546751843,2092343,video
Space Girl 360 - Training Day!  a 360 VR video experience (see instructions below),12/15/2014,1838,1054,4330047,10806,video
Riton - Rinse & Repeat (Official Video) ft. Kah-Lo,12/15/2014,1024,583,3190885,17980,video
Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit),12/15/2014,47970,54303,274980114,1201097,video
GoPro: Danny MacAskill - Cascadia,12/15/2014,1462,5812,15315064,130240,video
"G-Eazy x Bebe Rexha - Me, Myself & I",12/15/2014,29332,51518,152568197,1229953,video
John Legend - All of Me,12/15/2014,111814,97122,868714728,3616081,video
El Camino del Exito - LuzuVlogs,12/15/2014,3269,14950,6392085,245906,video
10 Bizarre Video Games,12/15/2014,416,3388,1208682,12132,video
The Weeknd - The Hills,12/15/2014,168606,180595,821434255,3498748,video
Giant Nerf Edition | Dude Perfect,12/15/2014,4931,20525,16443646,220009,video
Lil Durk - My Beyoncé (Explicit) ft. Dej Loaf,12/15/2014,6764,8248,14149073,154790,video
Dax and Kristen do Africa (music video),12/15/2014,861,2196,6109648,39066,video
4K Video ❤ Beauty of Nature,12/15/2014,311,586,3262048,7741,video
"Shilpa Shetty: ""Wedding Da Season"" Video Song | Neha Kakkar, Mika Singh, Ganesh Acharya | T-Series",12/15/2014,1410,558,4597501,11205,video
"DJ Snake, Lil Jon - Turn Down for What",12/15/2014,219579,209470,486323405,2992623,video
Best Quality Video On Youtube 2160p (4K),12/15/2014,53,628,181651,672,video
THE BALL PIT BALLOON SHOW! Learn Colors w/ Baby - Children's Educational Video,12/15/2014,3718,335,11554191,7035,video
Early Signs of Autism Video Tutorial,12/15/2014,233,214,1141200,1750,video
Lorde - Royals (US Version),12/15/2014,192226,191670,591447495,2069827,video
Justin Timberlake - Mirrors,12/15/2014,50095,106445,384395074,1618927,video
"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",12/15/2014,185589,616161,1101003110,3705439,video
Salman Khan: Let's use video to reinvent education,12/15/2014,109,1205,904734,10763,video
Yo Gotti - Down In the DM,12/15/2014,33377,22784,56655450,419725,video
Psycho Dad Drowns Xbox,12/15/2014,21234,33737,18299852,129011,video
Danny Macaskill: The Ridge,12/15/2014,4809,9934,43198797,226484,video
Cat Watching Horror Movie,12/15/2014,223,828,807241,8962,video
"Kuch To Hai Video | DO LAFZON KI KAHANI | Randeep Hooda, Kajal Aggarwal | Armaan Malik, Amaal Mallik",12/15/2014,202,536,1647398,7987,video
Nick Jonas - Close ft. Tove Lo,12/15/2014,20923,32042,86648628,751912,video
TOYS SURPRISES GIANT BALLOON DROP POP CHALLENGE Kid Video Frozen Elsa doll  Ryan ToysReview,12/15/2014,11012,1314,37891335,24581,video
Hamster Pet first Toy Car Wheel and Exercise Ball kids video Ryan ToysReview,12/15/2014,268,78,753815,695,video
Best Fails of the Week 3 April 2016 || FailArmy,12/15/2014,1614,6830,7366625,89126,video
Adele - Rolling in the Deep,12/15/2014,110937,362001,915003282,3379737,video
"A Frog In The Tub!!  Annabelle Freaks Out ""Not A Toy Video""",12/15/2014,11474,3048,43108048,33185,video
Adele - Someone Like You,12/15/2014,91695,223833,703284658,2835237,video
Awkward...,12/15/2014,1973,2666,2973935,34651,video
Troye Sivan - YOUTH,12/15/2014,11350,50150,29948544,624447,video
OneRepublic - Counting Stars,12/15/2014,139999,166899,1278277855,4120406,video
Overwatch Animated Short | “Hero”,12/15/2014,1881,19657,4942179,124233,video
Meghan Trainor - Like I'm Gonna Lose You ft. John Legend,12/15/2014,37415,49965,257188958,1606208,video
WATCHING YOUTUBERS FIRST VIDEOS 2!,12/15/2014,1110,5991,2663398,82664,video
Bananarama - Cruel Summer (OFFICIAL MUSIC VIDEO),12/15/2014,598,1754,4540553,22492,video
7years -lukas graham (LYRICS),12/15/2014,15329,32852,81618046,500304,video
Al Ghazali - Kurayu Bidadari (Official Music Video),12/15/2014,2568,2583,10172394,27947,video
Justin Bieber - PURPOSE : The Movement,12/15/2014,12236,13809,21324002,293587,video
Justin Bieber - Beauty And A Beat ft. Nicki Minaj,12/15/2014,660792,585947,644055556,2830978,video
GIANT EGG SURPRISE OPENING Thomas and Friends toy trains kids video Ryan ToysReview,12/15/2014,4692,453,16729334,9758,video
Meghan Trainor - All About That Bass,12/15/2014,503672,397362,1397075603,4634079,video
Kids vs. '80s video games,12/15/2014,9,58,24712,172,video
J. Balvin - Ay Vamos,12/15/2014,133979,65405,860984309,1982963,video
FROZEN ELSA Doll SURPRISE TOYS and Minions kids Video  Ryan ToysReview,12/15/2014,3951,455,16430191,9203,video
Spacewalk Mayday (360 Video),12/15/2014,142,222,407486,2321,video
Justin Bieber - The Feeling (PURPOSE : The Movement) ft. Halsey,12/15/2014,7775,14852,42407474,395400,video
"Marshawn Lynch and Rob Gronkowski Play ""Mortal Kombat X"" With Conan O'Brien",12/15/2014,2421,9210,15674922,130951,video
"My First Ever, UNSEEN Video (1 Million Subscribers Bonus!)",12/15/2014,838,15571,2272811,90478,video
Tesla Model S driver caught sleeping at the wheel while on Autopilot - Electrek,12/15/2014,345,1733,1990191,5168,video
Kid Ink - Promise ft. Fetty Wap,12/15/2014,12672,12282,36161364,286202,video
VIDEO: Trump Exposes Globalist Coup Over America: Elite In Full Panic Mode,12/15/2014,163,1081,261929,2945,video
Post Malone - White Iverson,12/15/2014,60234,80901,174828674,1098244,video
Adele - Set Fire To The Rain (Live at The Royal Albert Hall),12/15/2014,24848,61320,248844537,928806,video
Giant Pictionary Team Battle | Dude Perfect,12/15/2014,2561,59713,6923778,114814,video
Iggy Azalea - Black Widow ft. Rita Ora,12/15/2014,99048,94851,398865898,1593615,video
Americans Try Syrian Food For The First Time,12/15/2014,569,5087,1619461,34118,video
Game of Thrones Producers Apologize for Hodor,12/15/2014,788,1175,1694735,14559,video
El Puente,12/15/2014,691,443,5178173,17895,video
Soccer Trick Shots | Dude Perfect,12/15/2014,7882,24441,25062297,302784,video
WORLD TOUR: A Jump VR Video,12/15/2014,293,151,1143734,1764,video
Brain Tricks - This Is How Your Brain Works,12/15/2014,2135,10608,11170871,89823,video
SeaWorld releases video of 2006 killer whale attack,12/15/2014,1603,6543,7163152,7865,video
G-Eazy - Order More ft. Starrah,12/15/2014,8303,6736,14575357,142025,video
Stereotypes: Madden,12/15/2014,1957,21693,19801781,97575,video
Ultimate Fails Compilation 2014 || FailArmy Best Fails of the Year,12/15/2014,5302,11186,25221067,121865,video
The Most Incredible Volcano Video of ALL Time,12/15/2014,1205,3732,4615522,12413,video
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),12/15/2014,167991,731823,1099701811,2462467,video
Bass Pro Edition | Dude Perfect,12/15/2014,2844,14194,9741296,158683,video
Snapchat - Now with Video,12/15/2014,66,14,215874,352,video
Addiction,12/15/2014,2739,12152,7767267,191287,video
Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”),12/15/2014,69929,119931,284423294,1856348,video
Calvin Harris - Summer,12/15/2014,97684,70203,792584812,2281113,video
Zara Larsson - Lush Life,12/15/2014,28812,54176,209076906,1147544,video
"Dard Full Video Song | SARBJIT | Randeep Hooda, Aishwarya Rai Bachchan | Sonu Nigam | T-Series",12/15/2014,12,23,12830,207,video
Alessia Cara - Wild Things,12/15/2014,2817,8056,14414216,201665,video
Indiana Jones & Pascal's Wager: Crash Course Philosophy #15,12/15/2014,173,3475,202417,8240,video
DIY Lipstick Out Of Bubble Gum!,12/15/2014,5299,26732,18312293,240300,video
Chewbacca Mask Mom LIVE Interview on GMA,12/15/2014,56,481,231911,1877,video
Future - Where Ya At ft. Drake,12/15/2014,45641,40801,138668135,593686,video
Lava flows in Pahoa - Eruption Update,12/15/2014,1202,2535,7018327,19451,video
Eminem - Rap God (Explicit),12/15/2014,108772,305204,309375119,2764141,video
El inquietante secreto de SimSimi,12/15/2014,12566,269,6364047,271227,video
"Best MBA Interview Video revealed: Must watch for CMAT, CAT takers",12/15/2014,506,268,773995,1444,video
GIANT EGG SURPRISE OLAF WORLD BIGGEST Disney Frozen Videos Elsa Anna Toys Let it Go Ryan ToysReview,12/15/2014,1881,42,8164871,4429,video
"Feeding My Pet Shark, Pizza, Ice Cream & Gumballs ""Toy Sharks Video""",12/15/2014,4464,633,22786719,12140,video
AWESOME HOT AIR BALLOON 360 VIDEO,12/15/2014,67,214,118185,3647,video
"OBAMA BANNED THIS VIDEO - GEE, I WONDER WHY!.flv",12/15/2014,36308,75465,22644206,64487,video
Bryson Tiller - Don't (Explicit Version),12/15/2014,26850,29415,122030055,800840,video
Bastille - Pompeii,12/15/2014,41375,82990,314094717,1491372,video
Top 10 Bruce Lee Moments,12/15/2014,9101,12028,53481670,109176,video
Travis Scott - Antidote,12/15/2014,38584,38869,134066306,797583,video
Nirvana - Smells Like Teen Spirit,12/15/2014,46131,252272,390196778,1908249,video
Best News Fails of the Month April 2016 || News Be Funny Videos,12/15/2014,423,558,684972,3047,video
[MV] BTS(방탄소년단) _ FIRE (불타오르네),12/15/2014,12409,98912,25443188,579555,video
Funny Animals Cartoons Compilation Just for Kids Entertainment!!!,12/15/2014,11755,1233,30801133,22117,video
Psycho Dad Chainsaws Xbox One,12/15/2014,24120,52640,16610205,126548,video
Eminem - Love The Way You Lie ft. Rihanna,12/15/2014,123580,539327,1083212024,3419867,video
Titanic sinks in REAL TIME - 2 HOURS 40 MINUTES,12/15/2014,2170,11193,8571396,46143,video
"Kelly Clarkson Performs ""Piece by Piece"" - AMERICAN IDOL",12/15/2014,3633,13891,21289983,158757,video
Justin Bieber - Children (PURPOSE : The Movement),12/15/2014,5869,9034,21553000,290474,video
GoPro: Backflip Over 72ft Canyon - Kelly McGarry Red Bull Rampage 2013,12/15/2014,2358,7791,30190030,144383,video
The Walking Dead Red Nose Day Special (Highlight),12/15/2014,218,511,504174,6346,video
Sam Hunt - Take Your Time,12/15/2014,18170,11192,95050942,522338,video
Make It Count,12/15/2014,5476,8375,18535540,145515,video
"Channing Tatum & Beyonce's ""Run The World (Girls)"" vs. Jenna Dewan-Tatum's ""Pony"" | Lip Sync Battle",12/15/2014,6119,13925,31966843,223097,video
Drake - Worst Behavior,12/15/2014,25173,27741,78965363,382385,video
Last Week Tonight with John Oliver: Scientific Studies (HBO),12/15/2014,2400,9835,6125469,76477,video
Maroon 5 - This Summer's Gonna Hurt Like A Motherf****r (Explicit),12/15/2014,12159,10243,47469207,367487,video
Get Busy (Video) Album Version audio - split track into Like,12/15/2014,2795,4529,38760624,113265,video
Top 5 Casos De Teletransportaciones Captados En Cámara,12/15/2014,7199,10943,5523732,108707,video
The WORST Things About Being A Girl!,12/15/2014,4221,19047,9223108,268591,video
Demi Lovato & Nick Jonas Carpool Karaoke,12/15/2014,3213,26130,13361677,374038,video
Last Week Tonight with John Oliver: Net Neutrality (HBO),12/15/2014,1409,6897,11340102,131063,video
Justin Bieber - One Less Lonely Girl,12/15/2014,191138,209231,260588520,827971,video
Stromae - Papaoutai,12/15/2014,75377,103226,352679324,1360258,video
Funniest Mom Fails || Happy Mother's Day from FailArmy,12/15/2014,2052,5056,4600350,62993,video
4K California Waterfall Relaxation + Music by LIQUID MIND Nature Relaxation Video,12/15/2014,18,24,130051,356,video
"Funny School Fails Compilation || ""School's Out"" By FailArmy 2016",12/15/2014,1677,5126,4114253,68712,video
DC SHOES: KEN BLOCK'S GYMKHANA FIVE: ULTIMATE URBAN PLAYGROUND; SAN FRANCISCO,12/15/2014,14215,44594,84905140,473409,video
Official 11 Year Time-Lapse Movie of One World Trade Center,12/15/2014,451,2413,3816324,15354,video
The Origin of McJuggerNuggets (2014: Year in Review),12/15/2014,4583,7677,2715894,35073,video
Adele - When We Were Young - Live at The BRIT Awards 2016,12/15/2014,7082,9993,15253876,216669,video
100 + VIDEO IDEAS TO DO AS A BEAUTY GURU/ LIFESTYLE GURU!,12/15/2014,31,279,22677,1163,video
"""The Day Beyoncé Turned Black"" - SNL",12/15/2014,6253,14737,7661569,86417,video
Gravitational waves: A three minute guide,12/15/2014,30,309,217833,1525,video
Moto 06.09.16,12/15/2014,367,1757,2470011,7729,video
TOYS SURPRISE Giant Balloons Pop Challenge Ninja Turtle kids Video Ryan ToysReview,12/15/2014,871,139,2811510,1820,video
Messi VS Ronaldo,12/15/2014,9936,151037,23132916,256675,video
2 Ways To Watch Age Restricted Videos On YouTube Without Login,12/15/2014,162,28,565506,484,video
"Massive Attack, Young Fathers - Voodoo In My Blood",12/15/2014,4725,2481,3900436,36917,video
The Longest Way 1.0 - walk through China and grow a beard! - a photo every day timelapse,12/15/2014,1154,9726,10801228,125316,video
Stereotypes: Softball,12/15/2014,3370,21059,12679962,177334,video
Lil BUB's Magical Yule LOG Video,12/15/2014,2506,2393,3248835,24811,video
Calvin Harris - This Is What You Came For (Audio Clip) ft. Rihanna,12/15/2014,9326,12288,42343098,358959,video
"PARIS , FRANCE -  A WALKING TRAVEL TOUR - HD 1080P",12/15/2014,754,2203,3721977,14811,video
Zombie Apocalypse Horror in 360 video vr EP 1,12/15/2014,54,28,83637,132,video
Mountain Top Snow Battle | Dude Perfect,12/15/2014,1750,16586,8200174,146048,video
Lip Sync Battle with Melissa McCarthy,12/15/2014,3505,7247,16601041,180432,video
NORWAY - A Time-Lapse Adventure 4K,12/15/2014,216,2057,2725540,32340,video
"The Hobbit: The Desolation of Smaug - Ed Sheeran ""I See Fire"" [HD]",12/15/2014,10992,15253,69496375,463427,video
GoPro: Lions - The New Endangered Species?,12/15/2014,2947,11839,32472194,232838,video
Bryan Cranston's Super Sweet 60,12/15/2014,785,3286,3333283,65064,video
99 Souls - The Girl Is Mine (featuring Destiny's Child & Brandy) [Official Video],12/15/2014,4943,4504,36516205,200066,video
Honest Trailers - Wreck-It Ralph,12/15/2014,2252,10495,3355906,53894,video
"Maejor Ali - Lolly (Explicit) ft. Juicy J, Justin Bieber",12/15/2014,74075,151022,180984557,1168058,video
Can you spot this Blackhead? Extracted on the Upper Lip,12/15/2014,532,822,12168363,7528,video
Justin Bieber Performs 'Sorry',12/15/2014,13236,16858,37096445,287793,video
Couples Get Handcuffed Together For 24 Hours • Ned & Ariel,12/15/2014,952,4548,4534146,92717,video
Justin Bieber - Boyfriend,12/15/2014,807566,706876,537311335,2490305,video
Rae Sremmurd - No Type,12/15/2014,157817,112287,389965902,1856444,video
Android: Friends Furever,12/15/2014,4930,3926,24147449,111823,video
THE MOST RACIST GIRL ON THE ENTIRE INTERNET,12/15/2014,6103,38274,2618405,143139,video
Rick Ross - Peace Sign (Explicit),12/15/2014,1646,1059,2813149,25473,video
"""TED CRUZ"" — A Bad Lip Reading",12/15/2014,2407,9832,7702560,111280,video
"Fat Joe, Remy Ma - All The Way Up ft. French Montana, Infared",12/15/2014,9222,10266,24208444,211499,video
Hozier - Take Me To Church,12/15/2014,95383,176696,333196254,1429700,video
Shocking Video for America (2016-2017),12/15/2014,988,5019,646836,6572,video
Comment être une princesse - Andy,12/15/2014,3686,3279,3919248,145845,video
Justin Bieber - One Time,12/15/2014,586309,500928,468054032,1390892,video
Prince Rogers Nelson's entire 1999 CNN interview (La...,12/15/2014,465,4127,2325469,17225,video
Prince Rogers Nelson's entire 1999 CNN interview (La...,12/15/2014,465,4127,2325469,17225,video
Drones Sacrificed for Spectacular Volcano Video,12/15/2014,843,1084,3079117,13946,video
Propeller: A Vans Skateboarding Video,12/15/2014,9,19,4048,87,video
GREAT WHITE SHARK BEACHES IN CAPE COD Amazing Footage!!!,12/15/2014,5567,14691,25301049,43583,video
Radiohead - Burn The Witch,12/15/2014,9756,17879,16339231,167026,video
Assassin's Creed - Trailer World Premiere,12/15/2014,17904,34805,13778878,187134,video
GIANT EGG SURPRISE MINION from Despicable Me kids Video Ryan ToysReview,12/15/2014,17429,1983,51128130,39416,video
Couples Break Up For A Week | Ned & Ariel • Ship It,12/15/2014,1571,8641,5523577,132361,video
Last Week Tonight with John Oliver: Primaries and Caucuses (HBO),12/15/2014,2500,12256,3402646,54459,video
High School Dance Battle - Geeks vs. Cool Kids! (4K),12/15/2014,16417,22021,51019160,417599,video
Justin Bieber - Life Is Worth Living (PURPOSE : The Movement),12/15/2014,8467,12193,24996337,294441,video
"Jennifer Lopez Performs ""I Ain't Your Mama"" and ""Let's Get Loud"" - AMERICAN IDOL",12/15/2014,3729,3214,4903837,26345,video
